condition,model,stim,y
C,2.4,6.911,5.610
C,2.4,7.458,6.120
C,2.4,6.657,5.610
C,2.4,6.830,5.100
C,2.4,7.003,5.610
C,2.4,6.575,4.590
C,2.4,6.936,5.100
C,2.4,7.146,5.610
C,2.4,6.790,4.590
C,2.4,7.042,5.100
C,6.0,0.443,1.020
C,6.0,0.447,1.020
C,6.0,0.442,1.020
C,6.0,0.432,1.020
C,6.0,0.431,1.020
C,6.0,0.453,1.020
C,6.0,0.448,1.020
C,6.0,0.438,1.020
C,6.0,0.470,1.020
C,6.0,0.450,1.020
C,6.0,0.992,1.530
C,6.0,0.981,1.530
C,6.0,1.021,1.530
C,6.0,1.040,1.530
C,6.0,0.987,1.530
C,6.0,0.981,1.530
C,6.0,1.018,1.530
C,6.0,0.990,1.530
C,6.0,0.968,1.530
C,6.0,1.004,1.530
C,6.0,2.691,2.550
C,6.0,2.751,2.550
C,6.0,2.638,2.550
C,6.0,2.713,2.550
C,6.0,2.685,2.550
C,6.0,2.634,2.550
C,6.0,2.657,2.550
C,6.0,2.638,2.550
C,6.0,2.650,2.550
C,6.0,2.612,2.550
C,6.0,4.878,3.059
C,6.0,4.893,3.569
C,6.0,5.173,3.059
C,6.0,5.065,3.059
C,6.0,5.067,3.569
C,6.0,4.891,3.059
C,6.0,4.863,3.569
C,6.0,5.035,3.569
C,6.0,5.001,3.059
C,6.0,5.004,3.059
C,6.0,7.894,4.080
C,6.0,8.156,4.080
C,6.0,8.153,4.590
C,6.0,7.666,3.570
C,6.0,7.652,3.570
C,6.0,7.509,4.080
C,6.0,7.987,3.570
C,6.0,7.969,4.080
C,6.0,7.879,4.080
C,6.0,7.685,4.080
no CaM,1.2,0.752,5.608
no CaM,1.2,0.830,6.118
no CaM,1.2,0.623,2.549
no CaM,1.2,0.512,3.569
no CaM,1.2,0.756,8.667
no CaM,1.2,0.683,5.608
no CaM,1.2,0.720,7.137
no CaM,1.2,0.720,3.059
no CaM,1.2,0.572,4.588
no CaM,1.2,0.936,6.627
no CaM,1.2,1.250,14.275
no CaM,1.2,1.084,6.118
no CaM,1.2,1.181,6.627
no CaM,1.2,1.029,7.137
no CaM,1.2,1.481,8.667
no CaM,1.2,1.236,7.137
no CaM,1.2,1.439,9.176
no CaM,1.2,1.499,8.157
no CaM,1.2,1.453,5.098
no CaM,1.2,1.421,7.137
no CaM,1.2,3.381,7.137
no CaM,1.2,2.952,9.686
no CaM,1.2,2.818,8.667
no CaM,1.2,2.399,10.196
no CaM,1.2,3.533,9.176
no CaM,1.2,3.178,10.706
no CaM,1.2,2.883,10.196
no CaM,1.2,3.658,8.667
no CaM,1.2,3.150,7.647
no CaM,1.2,2.883,12.235
no CaM,1.2,6.628,11.216
no CaM,1.2,5.397,13.765
no CaM,1.2,5.973,12.235
no CaM,1.2,5.558,10.196
no CaM,1.2,6.093,9.176
no CaM,1.2,5.863,10.706
no CaM,1.2,5.950,10.706
no CaM,1.2,6.748,11.725
no CaM,1.2,5.383,9.176
no CaM,1.2,5.775,12.235
no CaM,1.2,7.915,13.255
no CaM,1.2,7.703,14.275
no CaM,1.2,6.997,11.725
no CaM,1.2,6.578,12.745
no CaM,1.2,7.948,12.235
no CaM,1.2,7.528,12.235
no CaM,1.2,7.583,11.216
no CaM,1.2,7.929,13.255
no CaM,1.2,7.555,11.725
no CaM,1.2,7.643,12.235
no CaM,2.4,0.593,3.059
no CaM,2.4,0.887,8.667
no CaM,2.4,0.877,2.549
no CaM,2.4,0.596,2.039
no CaM,2.4,0.514,1.529
no CaM,2.4,0.618,2.549
no CaM,2.4,0.541,1.529
no CaM,2.4,0.608,2.549
no CaM,2.4,0.497,2.039
no CaM,2.4,0.556,4.078
no CaM,2.4,1.223,2.550
no CaM,2.4,1.322,3.060
no CaM,2.4,0.996,2.550
no CaM,2.4,1.137,2.040
no CaM,2.4,1.114,2.550
no CaM,2.4,0.986,2.550
no CaM,2.4,1.332,2.550
no CaM,2.4,1.152,2.550
no CaM,2.4,0.979,2.550
no CaM,2.4,1.231,2.550
no CaM,2.4,2.745,4.590
no CaM,2.4,2.908,4.590
no CaM,2.4,2.427,5.100
no CaM,2.4,2.674,4.590
no CaM,2.4,2.642,4.080
no CaM,2.4,2.444,4.080
no CaM,2.4,2.975,4.080
no CaM,2.4,2.597,4.590
no CaM,2.4,2.427,4.590
no CaM,2.4,3.089,4.590
no CaM,2.4,4.875,7.140
no CaM,2.4,5.197,6.630
no CaM,2.4,4.636,6.120
no CaM,2.4,4.658,6.120
no CaM,2.4,4.720,6.630
no CaM,2.4,4.589,6.630
no CaM,2.4,5.226,6.630
no CaM,2.4,4.727,5.610
no CaM,2.4,4.369,5.100
no CaM,2.4,4.823,7.140
no CaM,2.4,7.621,11.730
no CaM,2.4,7.932,12.240
no CaM,2.4,7.448,11.220
no CaM,2.4,7.715,12.750
no CaM,2.4,7.341,11.220
no CaM,2.4,7.322,14.280
no CaM,2.4,7.749,12.240
no CaM,2.4,7.215,12.240
no CaM,2.4,6.746,10.200
no CaM,2.4,7.692,11.730
no CaM,6.0,0.437,1.020
no CaM,6.0,0.496,1.020
no CaM,6.0,0.442,1.020
no CaM,6.0,0.464,1.020
no CaM,6.0,0.472,1.020
no CaM,6.0,0.445,1.020
no CaM,6.0,0.416,1.020
no CaM,6.0,0.451,1.020
no CaM,6.0,0.472,1.020
no CaM,6.0,0.432,1.020
no CaM,6.0,1.004,1.529
no CaM,6.0,1.017,2.039
no CaM,6.0,1.136,2.039
no CaM,6.0,1.096,2.039
no CaM,6.0,1.031,2.039
no CaM,6.0,0.990,1.529
no CaM,6.0,0.987,2.039
no CaM,6.0,1.082,1.529
no CaM,6.0,1.121,1.529
no CaM,6.0,0.971,1.529
no CaM,6.0,2.696,5.098
no CaM,6.0,2.791,4.588
no CaM,6.0,2.802,8.157
no CaM,6.0,2.778,5.098
no CaM,6.0,2.651,3.569
no CaM,6.0,2.506,3.569
no CaM,6.0,2.664,3.569
no CaM,6.0,2.769,8.667
no CaM,6.0,2.928,5.098
no CaM,6.0,2.675,5.098
no CaM,6.0,4.970,6.118
no CaM,6.0,5.086,7.647
no CaM,6.0,5.248,7.647
no CaM,6.0,4.954,8.157
no CaM,6.0,5.043,7.137
no CaM,6.0,5.035,5.098
no CaM,6.0,4.915,4.588
no CaM,6.0,5.250,9.176
no CaM,6.0,5.122,7.137
no CaM,6.0,5.008,5.608
no CaM,6.0,8.104,6.630
no CaM,6.0,8.261,9.690
no CaM,6.0,7.962,10.710
no CaM,6.0,8.214,9.690
no CaM,6.0,7.771,7.140
no CaM,6.0,7.705,8.160
no CaM,6.0,7.903,8.670
no CaM,6.0,8.090,9.690
no CaM,6.0,8.117,8.160
no CaM,6.0,7.764,8.670
noRyR,1.2,0.549,1.020
noRyR,1.2,0.512,1.530
noRyR,1.2,0.526,1.020
noRyR,1.2,0.521,1.530
noRyR,1.2,0.480,1.530
noRyR,1.2,0.517,1.530
noRyR,1.2,0.517,1.530
noRyR,1.2,0.489,1.530
noRyR,1.2,0.540,1.530
noRyR,1.2,0.517,1.530
noRyR,1.2,1.033,2.040
noRyR,1.2,1.038,2.550
noRyR,1.2,1.098,2.550
noRyR,1.2,1.015,2.550
noRyR,1.2,1.052,2.550
noRyR,1.2,1.001,2.040
noRyR,1.2,0.964,2.550
noRyR,1.2,1.038,2.040
noRyR,1.2,1.033,2.550
noRyR,1.2,0.959,2.550
noRyR,1.2,2.371,3.569
noRyR,1.2,2.505,4.078
noRyR,1.2,2.260,3.059
noRyR,1.2,2.523,3.569
noRyR,1.2,2.246,4.078
noRyR,1.2,2.288,3.059
noRyR,1.2,2.389,3.569
noRyR,1.2,2.385,3.569
noRyR,1.2,2.435,3.059
noRyR,1.2,2.302,3.569
noRyR,1.2,4.760,4.590
noRyR,1.2,4.571,4.590
noRyR,1.2,4.377,4.080
noRyR,1.2,4.539,4.590
noRyR,1.2,4.640,4.590
noRyR,1.2,4.834,4.080
noRyR,1.2,4.700,4.590
noRyR,1.2,4.613,4.080
noRyR,1.2,4.626,4.590
noRyR,1.2,4.548,4.590
noRyR,1.2,6.176,5.100
noRyR,1.2,6.056,5.100
noRyR,1.2,6.269,5.100
noRyR,1.2,6.144,5.100
noRyR,1.2,6.278,4.590
noRyR,1.2,6.126,4.590
noRyR,1.2,6.236,4.590
noRyR,1.2,6.352,4.590
noRyR,1.2,6.121,5.100
noRyR,1.2,6.167,5.100
noRyR,2.4,0.499,1.020
noRyR,2.4,0.536,1.530
noRyR,2.4,0.460,1.020
noRyR,2.4,0.482,1.020
noRyR,2.4,0.499,1.020
noRyR,2.4,0.477,1.020
noRyR,2.4,0.497,1.020
noRyR,2.4,0.455,1.020
noRyR,2.4,0.504,1.020
noRyR,2.4,0.534,1.020
noRyR,2.4,1.018,2.040
noRyR,2.4,0.949,2.040
noRyR,2.4,0.964,2.040
noRyR,2.4,0.959,2.040
noRyR,2.4,0.941,1.530
noRyR,2.4,1.025,1.530
noRyR,2.4,1.003,1.530
noRyR,2.4,0.993,1.530
noRyR,2.4,1.001,2.040
noRyR,2.4,0.988,1.530
noRyR,2.4,2.382,3.059
noRyR,2.4,2.412,3.059
noRyR,2.4,2.409,3.059
noRyR,2.4,2.441,3.059
noRyR,2.4,2.389,3.569
noRyR,2.4,2.286,3.059
noRyR,2.4,2.434,3.059
noRyR,2.4,2.377,2.549
noRyR,2.4,2.424,3.059
noRyR,2.4,2.360,3.059
noRyR,2.4,4.295,3.569
noRyR,2.4,4.552,4.078
noRyR,2.4,4.263,3.569
noRyR,2.4,4.154,3.569
noRyR,2.4,4.260,3.569
noRyR,2.4,4.436,4.078
noRyR,2.4,4.314,4.078
noRyR,2.4,4.223,4.078
noRyR,2.4,4.376,3.569
noRyR,2.4,4.255,4.078
noRyR,2.4,6.610,4.080
noRyR,2.4,6.635,4.590
noRyR,2.4,6.593,4.590
noRyR,2.4,6.751,4.080
noRyR,2.4,6.778,5.100
noRyR,2.4,6.936,5.100
noRyR,2.4,6.630,4.590
noRyR,2.4,6.850,4.080
noRyR,2.4,6.570,4.080
noRyR,2.4,6.847,4.590
noRyR,6.0,0.440,1.020
noRyR,6.0,0.445,1.020
noRyR,6.0,0.440,1.020
noRyR,6.0,0.427,1.020
noRyR,6.0,0.436,1.020
noRyR,6.0,0.438,1.020
noRyR,6.0,0.425,1.020
noRyR,6.0,0.441,1.020
noRyR,6.0,0.442,1.020
noRyR,6.0,0.426,1.020
noRyR,6.0,1.000,1.529
noRyR,6.0,0.973,1.529
noRyR,6.0,0.980,1.529
noRyR,6.0,1.024,1.529
noRyR,6.0,0.931,1.529
noRyR,6.0,0.989,1.529
noRyR,6.0,0.937,1.529
noRyR,6.0,0.949,1.529
noRyR,6.0,0.963,1.529
noRyR,6.0,1.012,1.529
noRyR,6.0,2.702,2.550
noRyR,6.0,2.644,2.550
noRyR,6.0,2.670,2.550
noRyR,6.0,2.668,2.040
noRyR,6.0,2.617,2.550
noRyR,6.0,2.598,2.550
noRyR,6.0,2.578,2.040
noRyR,6.0,2.604,2.550
noRyR,6.0,2.738,2.040
noRyR,6.0,2.653,2.550
noRyR,6.0,4.969,3.060
noRyR,6.0,4.980,3.060
noRyR,6.0,4.948,3.570
noRyR,6.0,4.898,3.060
noRyR,6.0,4.920,3.570
noRyR,6.0,4.883,3.060
noRyR,6.0,4.849,3.060
noRyR,6.0,4.812,3.060
noRyR,6.0,4.857,3.570
noRyR,6.0,4.960,3.060
noRyR,6.0,7.671,4.080
noRyR,6.0,7.893,4.080
noRyR,6.0,7.949,4.080
noRyR,6.0,7.780,3.570
noRyR,6.0,7.860,4.080
noRyR,6.0,7.695,4.080
noRyR,6.0,7.769,3.570
noRyR,6.0,7.954,3.570
noRyR,6.0,7.799,3.570
noRyR,6.0,7.895,4.080
